Year,NS Small Business,Type of Business,Received Small Business Impact Grant,Received Small Business Reopening and Support Grant
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,no,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,no
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unregulated health professional,Unregulated health professional,yes,yes
2020,Unwind Massage Therapy,Unregulated health professional,yes,yes
2020,Up til Dawn Party Supplies,Small retail,no,yes
2020,Upper Cutz Barber Shop,Personal care service,no,yes
2020,Upstream Music Association,Charity,yes,yes
2020,Upstreet BBQ Brewhouse,Restaurant with onsite dining,yes,yes
2020,Uptown Salon and Spa,Personal care service,yes,yes
2020,Urban Dental Design,Unregulated health professional,no,yes
2020,Urban Retreat Massage Therapy,Unregulated health professional,no,yes
2020,Ursan Meadery,In-person trade shows and exhibitions,yes,yes
2020,Usta Turkish & Mediterranean Restaurant,Restaurant with onsite dining,yes,yes
2020,Utility Tattoo,Personal care service,yes,yes
2020,Uyinx,In-person trade shows and exhibitions,yes,no
2020,Vacation Nails & Spa,Personal care service,no,yes
2020,Valerie's Hair Studio,Personal care service,yes,yes
2020,Vallee Prosthodontics,Dental office,no,yes
2020,Valley Chiropractic Services,Self-regulated health professional,yes,yes
2020,Valley Family Optometry,Self-regulated health professional,yes,yes
2020,Valley Massage Therapy Clinic,Unregulated health professional,yes,yes
2020,Valley Medical Aesthetics,Self-regulated health professional,yes,yes
2020,Valley Naturopathic Clinic,Self-regulated health professional,yes,yes
2020,Valley Podiatric Medical Centre,Unregulated health professional,yes,yes
2020,Valley Wing,Drinking establishment,no,yes
2020,Valli's Health & Beauty Boutique,Personal care service,yes,yes
2020,Vandal Doughnuts,Restaurant with onsite dining,yes,yes
2020,Vanessa's Creative Cuts,Personal care service,yes,yes
2020,VanSickle Massage Therapy,Unregulated health professional,yes,yes
2020,Vegto,Restaurant with onsite dining,yes,no
2020,Veith House,Charity,yes,yes
2020,Velocity Event Management,In-person trade shows and exhibitions,yes,yes
2020,Vendura Wellness,Unregulated health professional,yes,yes
2020,Verano Food Purveyors,Restaurant with onsite dining,yes,yes
2020,Verdant Counselling,Self-regulated health professional,yes,yes
2020,Veritas Catholic Books and Gifts,Small retail,no,yes
2020,Verity Vale Hypnotherapy,Unregulated health professional,yes,no
2020,Vernon's Thunderbird Diner,Restaurant with onsite dining,yes,yes
2020,Vero Pizzeria,Restaurant with onsite dining,yes,yes
2020,Verve Events and DJ Service,"Live, performing arts for audience",yes,yes
2020,Vessel Meats,In-person trade shows and exhibitions,yes,yes
2020,Vetcetera Animal Hospital,Veterinarian,yes,yes
2020,Vibe Medi Spa,Personal care service,yes,yes
2020,ViBeat Dance Studio,"Live, performing arts for audience",no,yes
2020,Vicki's Restaurant,Restaurant with onsite dining,yes,yes
2020,Vicky Mina Makeup,Personal care service,yes,no
2020,Victoria Court Hair Salon,Personal care service,yes,no
2020,Victoria Road Periodontal Associates,Dental office,no,yes
2020,Victory Taekwondo,Fitness establishment,yes,yes
2020,Village Wellness at Appaloosa,Self-regulated health professional,yes,yes
2020,Vines Pasta Grill,Restaurant with onsite dining,yes,yes
2020,Vintage Jewellers Limited,Small retail,no,yes
2020,Vintners Cellar Bedford,Drinking establishment,yes,yes
2020,Violet Spa,Unregulated health professional,yes,yes
2020,Virtue Hair Studio,Personal care service,yes,no
